Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8014616870,XBCM69,NJ,PAS,12/17/2014,16,VAN,FORD,T,26990,29290,24010,,0005,5,5,359567,T101,D,0157P,0117P,NY,F,263,Mulberry St,,,408,k2,,YYYYY,0700A,0700P,WHITE,,0,,0,74 1,16-No Std (Com Veh) Com Plate,,,
7965569322,W66FCG,NJ,PAS,02/28/2015,37,SUBN,DODGE,T,13610,13810,30790,,0005,5,5,361345,T105,D,0235P,0226P,NY,F,510,Broadway,,,408,h1,,Y,0800A,1000P,BLACK,,0,147-3045,0,040,37-Expired Muni Meter,,,
7810670220,65602MA,NY,COM,09/16/2014,48,VAN,FORD,T,30620,0,0,,0001,1,1,358863,T105,N,0238P,,NY,I,W,South End Ave,20ft N/of Rector Pl,01/05/0001 12:00:00 PM,408,e9,,,,,GREEN,,2011,,0,U 99,48-Bike Lane,,,
8001163301,5BC0667,MD,PAS,07/26/2014,38,VAN,GMC,T,24050,0,0,,0001,1,1,361041,T105,C,0335P,,NY,I,S,John St,2ft E/of Pearl St,01/05/0001 12:00:00 PM,408,h1,,Y,1000A,1000P,WHITE,,0,,0,034,38-Failure to Display Muni Rec,,,
8029005258,17742MD,NY,COM,02/27/2015,69,DELV,PETER,T,10610,34430,34450,,0014,14,14,356484,T106,I,0825A,,NY,F,425,7th Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0700A,0700P,WH,,2013,,0,99 6,69-Failure to Disp Muni Recpt,,,
7428321086,426997N,NJ,PAS,12/27/2014,46,DELV,NS/OT,T,10210,18490,18510,,0019,19,19,358939,T103,J,1021A,1200P,NY,O,1317,3rd Ave,,,408,F1,,,,,WHITE,,0,,0,07 7,46B-Double Parking (Com-100Ft),,,
7353997874,GWT2047,NY,PAS,04/06/2015,20,4DSD,NISSA,T,18490,43890,61090,,115,115,115,357070,T401,J,1219P,,Q,O,37-37,92nd St,,01/05/0001 12:00:00 PM,408,d,,YYYYYYY,,,WH,,2014,,0,51-P,20A-No Parking (Non-COM),,,
8009889726,GXN5819,NY,PAS,06/03/2015,38,SUBN,HONDA,T,6280,9080,9130,,0066,66,66,362179,T302,O,0922A,,K,F,5020,12th Ave,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0830A,0700P,GY,,2015,,0,43 3,38-Failure to Display Muni Rec,,,
1376368122,26651JV,NY,COM,10/09/2014,53,P-U,FORD,P,10010,19350,29090,,0025,25,25,897937,0025,0000,1034A,,NY,F,2375,1ST AVE,,01/05/0001 12:00:00 PM,408,F1,,BBBBBBB,ALL,ALL,WHT,0,2006,-,0,,,,,
7795832660,20257SH,NY,SCL,09/20/2014,20,SUBN,FORD,T,67530,41730,40230,,0070,70,70,331331,T302,Q,0615A,,K,O,1100,Ocean Ave,,01/05/0001 12:00:00 PM,408,d,,YYYYYYY,,,YW,,2015,,0,L 32,20A-No Parking (Non-COM),,,
7688335814,36038PC,NY,IRP,11/25/2014,14,FLAT,NS/OT,T,28790,7990,19940,,115,115,115,358867,T401,N,0437P,,Q,F,105-14,Astoria Blvd,,01/05/0001 12:00:00 PM,408,c,,YYYYY,0400P,0700P,BLUE,,0,,0,O 41,14-No Standing,,,
7076947535,DAJ7189,NY,PAS,06/26/2014,21,4DSD,HONDA,T,41290,51490,48495,,104,104,104,358566,T401,A,0857A,,Q,O,891,Cypress Ave,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0830A,1000A,BLUE,,2006,,0,62-A,21-No Parking (street clean),,,
7717195770,GTA8844,NY,PAS,06/17/2015,20,4DSD,CHEVR,T,18990,10110,10010,,0023,23,23,355218,T103,A,0555A,,NY,F,327,E 101st St,,01/05/0001 12:00:00 PM,408,d,,YYYYYYY,,,BL,,1998,,0,C 77,20A-No Parking (Non-COM),,,
7079773386,DYN4018,NY,PAS,03/16/2015,14,SUBN,HONDA,T,23490,0,0,,103,103,103,359600,T402,D,0136P,,Q,I,W,153rd St,45ft N/of 89th Ave,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,GY,,2003,,0,11 4,14-No Standing,,,
7093898671,GPK5224,NY,PAS,09/25/2014,20,SUBN,KIA,T,36450,0,0,,0026,26,26,346020,T103,AA,1119A,,NY,I,N,W 134th St,35ft E/of Broadway,01/05/0001 12:00:00 PM,408,d,,YYYYYYY,,,BK,,2011,,0,CC4,20A-No Parking (Non-COM),,,
7618255544,GDN9083,OH,PAS,11/25/2014,21,PICK,CHEVR,T,18790,0,0,,0019,19,19,346357,T103,AA,1126A,,NY,I,W,E 90th St,30ft N/of York Ave,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1100A,1230A,BLACK,,0,,0,A 77,21-No Parking (street clean),,,
7859508310,75254MB,NY,COM,08/09/2014,37,REFG,MITSU,T,17270,10210,10110,,0013,13,13,361092,T102,I,1107A,1050A,NY,F,223,E 14th St,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,WHITE,,2003,145-3201,0,17 6,37-Expired Muni Meter,,,
7032964266,FMH7631,NY,PAS,01/19/2015,20,SUBN,SUBAR,T,75120,72420,36820,,0050,50,50,361051,T201,X,0207P,,BX,F,444,W 238th St,,01/05/0001 12:00:00 PM,408,d,,YYYYY,0800A,0600P,WH,,2011,,0,S 21,20A-No Parking (Non-COM),,,
7032964266,FMH7631,NY,PAS,01/19/2015,20,SUBN,SUBAR,T,75120,72420,36820,,0050,50,50,361051,T201,X,0207P,,BX,F,444,W 238th St,,01/05/0001 12:00:00 PM,408,d,,YYYYY,0800A,0600P,WH,,2011,,0,S 21,20A-No Parking (Non-COM),,,
7987898582,GRT4151,NY,PAS,06/16/2015,38,4DSD,BMW,T,13110,37370,37430,,0034,34,34,357090,T103,I,1003A,,NY,F,02,Bennett Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,WH,,2003,,0,15 7,38-Failure to Display Muni Rec,,,
7055042689,FAR9112,NY,PAS,03/30/2015,83,SUBN,CHEVR,T,34810,10810,10910,,0017,17,17,356212,T106,A,0818A,,NY,F,355,W 52nd St,,01/05/0001 12:00:00 PM,408,j1,,,,,WH,,2002,,0,99 6,83-Improper Registration,,,
7744339125,EDT4554,NY,PAS,06/26/2015,21,4DSD,HONDA,T,78050,53520,47520,,0049,49,49,355289,T201,O,0843A,,BX,F,2009,Williamsbridge Rd,,01/05/0001 12:00:00 PM,408,d1,,Y,0830A,0900A,RD,,2010,,0,H 21,21-No Parking (street clean),,,
8014873592,GGP5393,NY,PAS,03/10/2015,16,SUBN,MAZDA,T,24890,19030,19050,,0023,23,23,357322,T103,D,0319P,,NY,F,1643,Lexington Ave,,01/05/0001 12:00:00 PM,408,k2,,Y,0700A,0700P,DKR,,2010,,0,03 7,16A-No Std (Com Veh) Non-COM,,,
7896770271,XE344,DC,PAS,07/26/2014,37,2DSD,BMW,T,10610,34210,34230,,0010,10,10,361116,T102,M,0137P,0124P,NY,F,213,7th Ave,,,408,h1,,Y,0830A,0700P,BLUE,,0,145-3316,0,99 6,37-Expired Muni Meter,,,
7988159252,EWV2310,NY,PAS,09/05/2014,21,SUBN,CHEVR,T,36130,14130,14180,,0063,63,63,351327,T302,U,0952A,,K,F,1153,E 29th St,,01/05/0001 12:00:00 PM,408,d1,,Y,0930A,1100A,RD,,2007,,0,CC1,21-No Parking (street clean),,,
7706235180,XBTH1S,NJ,PAS,08/29/2014,14,PICK,FORD,T,18670,0,0,,0019,19,19,358572,T103,P,0221P,,NY,I,N,E 84th St,10ft E/of 2nd Ave,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WHITE,,0,,0,01 7,14-No Standing,,,
7048183690,45190JZ,NY,COM,09/04/2014,14,VAN,CHEVR,T,29010,21350,45440,,0001,1,1,356492,T101,E,0110P,,NY,O,27,Platt St,,01/05/0001 12:00:00 PM,408,c,,YYYYY,0700A,0700P,RD,,2009,,0,76 1,14-No Standing,,,
7048183690,45190JZ,NY,COM,09/04/2014,14,VAN,CHEVR,T,29010,21350,45440,,0001,1,1,356492,T101,E,0110P,,NY,O,27,Platt St,,01/05/0001 12:00:00 PM,408,c,,YYYYY,0700A,0700P,RD,,2009,,0,76 1,14-No Standing,,,
8027653253,FBF9649,NY,PAS,03/26/2015,21,SUBN,JEEP,T,12210,17110,17130,,0009,9,9,356960,T101,X,1106A,,NY,F,106,Avenue B,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1100A,1230A,BK,,2010,,0,20 1,21-No Parking (street clean),,,
7000177550,62072JM,NY,COM,09/04/2014,40,DELV,GMC,T,54580,9590,61390,,109,109,109,358926,T401,H,1239P,,Q,F,41-28,Main St,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,BROWN,,1988,,0,50-A,40-Fire Hydrant,,,
7030583541,BWN6750,NY,PAS,08/31/2014,40,4DSD,NISSA,T,29830,0,0,,0084,84,84,359609,T301,S,0126P,,K,I,E,Court St,45ft N/of Atlantic A,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,GY,,1999,,6,05 3,40-Fire Hydrant,,,
7795858740,EFX3814,NY,PAS,01/23/2015,21,PICK,CHEVR,T,24830,64830,23330,,0071,71,71,331331,T302,Q,1210P,,K,F,1316,Carroll St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1200A,0130P,WH,,2004,,0,C 32,21-No Parking (street clean),,,
7795858740,EFX3814,NY,PAS,01/23/2015,21,PICK,CHEVR,T,24830,64830,23330,,0071,71,71,331331,T302,Q,1210P,,K,F,1316,Carroll St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1200A,0130P,WH,,2004,,0,C 32,21-No Parking (street clean),,,
8031712207,GFP3685,NY,PAS,03/15/2015,14,4DSD,HONDA,T,27590,29890,31490,,0007,7,7,361271,T800,B2,0023A,,NY,F,159,Orchard St,,01/05/0001 12:00:00 PM,408,c,,Y    YY,1200A,0600A,WH,,2013,,0,A 77,14-No Standing,,,
7033002804,362703,RI,PAS,06/20/2015,19,2DSD,VOLKS,T,27060,73720,56820,,0048,48,48,331938,T201,X,1228P,,BX,F,416,E 180th St,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,BLUE,,0,,0,50 2,19-No Stand (bus stop),,,
8030927289,2208652,IN,PAS,06/29/2015,84,DELV,STERL,T,15710,35010,35030,,0020,20,20,353192,T103,AA,0711A,,NY,F,61,Columbus Ave,,01/05/0001 12:00:00 PM,408,k7,,,,,WHITE,,0,,0,J 77,84-Platform lifts in low posit,,,
7445871342,11766JU,NY,COM,08/25/2014,14,UTIL,GMC,T,59990,15140,15290,,112,112,112,355669,T402,D,0903P,,Q,O,109-10,Queens Blvd,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WHITE,,0,,0,S 42,14-No Standing,,,
7011022612,GFW6031,NY,PAS,09/11/2014,37,SUBN,MAZDA,T,13610,14210,35990,,0026,26,26,361136,T103,CC,1130A,1123A,NY,F,2851,Broadway,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,SILVE,,2012,121-8194,0,31 7,37-Expired Muni Meter,,,
7011022612,GFW6031,NY,PAS,09/11/2014,37,SUBN,MAZDA,T,13610,14210,35990,,0026,26,26,361136,T103,CC,1130A,1123A,NY,F,2851,Broadway,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,SILVE,,2012,121-8194,0,31 7,37-Expired Muni Meter,,,
7733493535,RDV68Y,NJ,PAS,04/22/2015,21,SUBN,NISSA,T,58330,60430,24330,,0094,94,94,347663,T301,M,0744A,,K,F,788,Manhattan Ave,,01/05/0001 12:00:00 PM,408,d1,,Y,0730A,0800A,SILVE,,0,,0,T 31,21-No Parking (street clean),,,
7535514650,FYS2218,NY,PAS,04/11/2015,38,SUBN,NISSA,T,67030,69330,81430,,0079,79,79,355531,T301,G,1242P,,K,F,744,Nostrand Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,GY,,2009,,0,09 3,38-Failure to Display Muni Rec,,,
7045092751,48341MG,NY,COM,06/12/2015,71,VAN,CHEVR,T,33490,21380,32910,,0001,1,1,362189,T101,D,0220P,,NY,F,95,Water St,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,WH,,2003,,0,68 1,71A-Insp Sticker Expired (NYS),,,
7203930191,EVA8883,NY,PAS,06/20/2015,38,SUBN,JEEP,T,6880,9630,9680,,0062,62,62,359321,T302,O,1041A,,K,F,6122,18th Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,BL,,2013,,0,27 3,38-Failure to Display Muni Rec,,,
7577492474,GMZ6480,NY,PAS,07/17/2014,38,4DSD,NISSA,T,77150,28560,28590,,0047,47,47,359570,T202,F,0430P,,BX,O,4160,White Plains Rd,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,GY,,2011,,0,20A,38-Failure to Display Muni Rec,,,
7184364028,2255171,IN,PAS,10/30/2014,19,DELV,FRUEH,T,0,0,0,,0050,50,50,352973,T201,I,0251P,,BX,I,E,Broadway,0ft S/of W 242nd St,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,YELLO,,0,,0,30 2,19-No Stand (bus stop),,,
7069132128,T630563C,NY,OMT,09/07/2014,20,4DSD,TOYOT,T,12010,37570,37590,,0034,34,34,354084,T103,L,0645A,,NY,F,525,Audubon Ave,,01/05/0001 12:00:00 PM,408,d,,YYYYYYY,,,GREY,,2010,,0,CC1,20A-No Parking (Non-COM),,,
7733932944,FEL7874,NY,PAS,06/26/2015,21,SUBN,NISSA,T,89030,0,0,,0090,90,90,356970,T301,D,1122A,,K,I,S,Wallabout St,25ft W/of Harrison A,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1100A,1230A,BLACK,,0,,0,15 3,21-No Parking (street clean),,,
7750349972,GTZ2707,NY,PAS,02/25/2015,21,2DSD,TOYOT,T,15620,29320,27960,,0047,47,47,358618,T202,D,0845A,,BX,F,3531,Bronxwood Ave,,01/05/0001 12:00:00 PM,408,d1,,Y,0830A,1000A,TN,,1976,,0,15A,21-No Parking (street clean),,,
1383056821,42773MG,NY,COM,05/14/2015,78,VAN,FORD,S,81830,14880,77030,,0060,60,0,516215,KS13,0000,0205A,,K,O,2613,STILLWELL AVE,,01/05/0001 12:00:00 PM,408,K6,,BBBBBBB,ALL,ALL,WHITE,0,2006,-,0,,,,,
7081809728,GSA3889,NY,PAS,05/29/2015,19,4DSD,ME/BE,T,10020,27750,27810,,0052,52,52,362210,T201,L,0140P,,BX,F,3120,Bainbridge Ave,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,BK,,2012,,0,31 2,19-No Stand (bus stop),,,
7151166989,DRB8133,NY,PAS,03/11/2015,38,SUBN,HYUND,T,14280,86630,37030,,0070,70,70,361288,T302,I,0420P,,K,F,5017,Avenue N,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,BL,,2006,,0,11 3,38-Failure to Display Muni Rec,,,
7841961741,37546MD,NY,COM,02/27/2015,42,VAN,ME/BE,T,17690,10210,97740,,0017,17,17,361319,T102,I,0336P,,NY,F,201,E 35th St,,01/05/0001 12:00:00 PM,408,h1,,Y,0700A,0700P,GY,,2014,144-3169,0,MC 9,42-Exp. Muni-Mtr (Com. Mtr. Z),,,
7841562860,98038MD,NY,COM,12/19/2014,37,VAN,FORD,T,10610,34170,34190,,0013,13,13,361325,T102,N,0238P,0154P,NY,F,177,7th Ave,,,408,h1,,Y,0900A,0700P,WH,,2012,145-3320,0,130,37-Expired Muni Meter,,,
7989987703,55089MB,NY,COM,09/25/2014,46,DELV,WORKH,T,10010,19230,19250,,0025,25,25,358228,T103,M,0221P,,NY,O,2234,1st Ave,,01/05/0001 12:00:00 PM,408,f1,,,,,BROWN,,0,,0,03 7,46A-Double Parking (Non-COM),,,
7288788209,570116,RI,PAS,06/14/2015,40,SUBN,BMW,T,10010,18510,18530,,0019,19,19,359326,T103,N,1224P,,NY,O,1471,1st Ave,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,OTHER,,0,,6,33 7,40-Fire Hydrant,,,
1362451400,24201ME,99,COM,12/17/2014,78,VAN,CHEVR,P,44490,36190,55490,,104,104,104,927491,0104,0000,1040P,,Q,F,553,FAIRVIEW AVE,,01/05/0001 12:00:00 PM,408,C,,BBBBBBB,0900,0500A,WHT,0,2008,-,0,,,,,
7374452846,BCEP16,FL,PAS,06/05/2015,14,4DSD,TOYOT,T,44990,0,0,,0020,20,20,347670,T108,D,0813A,,NY,I,E,West End Ave,80ft S/of W 64th St,01/05/0001 12:00:00 PM,408,c,,YYYYY,0800A,0600P,BLACK,,0,,0,13A,14-No Standing,,,
7175066399,41950JZ,NY,COM,02/28/2015,14,VAN,CHEVR,T,42795,18510,48400,,120,120,120,348538,T303,A,1037A,,R,F,185,Park Hill Ave,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WHITE,,2009,,0,06-A,14-No Standing,,,
7288758680,ETM6892,NY,PAS,01/31/2015,38,SUBN,HONDA,T,10410,18930,22000,,0023,23,23,359326,T103,N,0506P,,NY,O,1184,5th Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,GY,,2013,,0,14 7,38-Failure to Display Muni Rec,,,
7840906930,39165MB,NY,COM,05/01/2015,14,VAN,ISUZU,T,17670,97680,10010,,0017,17,17,331295,T501,C,0810A,,NY,F,321,E 34th St,,01/05/0001 12:00:00 PM,408,c,,YYYYY,0700A,0700P,WHITE,,2011,,0,17 6,14-No Standing,,,
8045874764,GFL3292,NY,PAS,05/14/2015,70,4DSD,BMW,T,74230,37880,37930,,0067,67,67,355542,T302,Q,0151P,,K,O,966,Rutland Rd,,01/05/0001 12:00:00 PM,408,j3,,YYYYYYY,,,BL,,2008,,0,C 32,70A-Reg. Sticker Expired (NYS),,,
7739947313,6V0L448,CA,PAS,02/03/2015,38,2DSD,SMART,T,26790,14010,22890,,0005,5,5,358117,T105,N,0835P,,NY,F,104,Mott St,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,1000P,SILVE,,0,,0,Y 99,38-Failure to Display Muni Rec,,,
7861011021,35089JV,NY,COM,12/12/2014,14,DELV,HINO,T,34630,0,0,,0014,14,14,345551,T501,C,0931A,,NY,I,S,W 43rd St,80ft E/of 9th Ave,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WH,,2006,,0,01 6,14-No Standing,,,
1369003134,GNX4509,NY,PAS,11/01/2014,71,SUBN,NISSA,P,17140,8790,61090,,115,115,169,954172,0169,0000,1141P,,Q,F,37-11,84 STREET,,01/05/0001 12:00:00 PM,408,F2,,BBBBBBB,ALL,ALL,GY,0,2007,-,0,,,,,
7773435492,24991PC,NY,COM,10/18/2014,46,DELV,HINO,T,76550,73620,63820,,0052,52,52,361303,T201,D,0920A,0851A,BX,F,131W,W Kingsbridge Rd,,,408,f1,,,,,WHITE,,2011,,0,18 2,46-Double Parking (Com Plate),,,
8011205225,T68AGX,NJ,PAS,08/27/2014,21,SUBN,TOYOT,T,51790,61090,9440,,115,115,115,356327,T401,E,0819A,,Q,O,40-06,Junction Blvd,,01/05/0001 12:00:00 PM,408,d1,,Y,0800A,0830A,GREY,,0,,0,15 4,21-No Parking (street clean),,,
7324781044,FPE6599,NY,PAS,09/24/2014,51,4DSD,TOYOT,T,8050,0,0,,108,108,108,359317,T401,O,0117P,,Q,I,E,31st Pl,60ft N/of Borden Ave,01/05/0001 12:00:00 PM,408,e3,,,,,SILVE,,2006,,0,R 41,51-Sidewalk,,,
7627897129,16938MD,NY,COM,10/03/2014,13,VAN,FORD,T,45440,32910,28870,,0001,1,1,361345,T105,D,0516P,,NY,F,46,William St,,01/05/0001 12:00:00 PM,408,c2,,YYYYYYY,,,WH,,2012,,0,102,13-No Stand (taxi stand),,,
7804684198,EVX6494,NY,PAS,06/01/2015,21,4DSD,VOLKS,T,80230,31530,54130,,0088,88,88,355112,T301,D,1155A,,K,F,22,St James Pl,,01/05/0001 12:00:00 PM,408,d1,,Y,1130A,0100P,BLACK,,2002,,0,09 3,21-No Parking (street clean),,,
7875185257,27935MB,NY,COM,12/22/2014,69,DELV,GMC,T,34890,10510,10610,,0018,18,18,347594,T106,M,0317P,,NY,F,127,W 56th St,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0700A,0600P,WHITE,,2003,,0,19 6,69-Failure to Disp Muni Recpt,,,
7863138140,BML4279,NY,PAS,04/04/2015,38,4DSD,ACURA,T,17870,0,0,,0017,17,17,361118,T106,M,0528P,,NY,I,N,E 44th St,30ft E/of Lexington,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,1200A,BLACK,,2006,,0,108,38-Failure to Display Muni Rec,,,
7751565524,T657495C,NY,OMT,04/13/2015,71,4DSD,NISSA,T,14220,15920,73420,,0043,43,43,361874,T202,B,1146A,,BX,O,1057,Boynton Ave,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,BLACK,,2012,,0,03A,71A-Insp Sticker Expired (NYS),,,
7078120759,GSH2240,NY,PAS,08/07/2014,14,4DSD,HONDA,T,33890,44890,32590,,0006,6,6,358947,T105,D,0413P,,NY,F,68,W 3rd St,,01/05/0001 12:00:00 PM,408,c,,YYYYY,0700A,0600P,OTHER,,2014,,0,099,14-No Standing,,,
7001827230,GKZ3058,NY,PAS,05/13/2015,71,4DSD,TOYOT,T,0,40404,40404,,109,109,109,358113,T401,F,0357P,,Q,I,,Flushing Lot #3,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,BK,,2007,,0,01-P,71A-Insp Sticker Expired (NYS),,,
8016190625,CLC9934,NY,PAS,05/27/2015,21,4DSD,NISSA,T,38185,14180,14230,,0069,69,69,358575,T302,Q,1129A,,K,F,1216,E 101st St,,01/05/0001 12:00:00 PM,408,d1,,Y,1100A,1230A,TN,,2001,,0,T 32,21-No Parking (street clean),,,
7086877955,ENJ4540,NY,PAS,10/18/2014,38,4DSD,VOLVO,T,40930,26230,77930,,0070,70,70,361095,T302,P,1050A,,K,F,928,Flatbush Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,BK,,2007,,0,10 3,38-Failure to Display Muni Rec,,,
7807490457,GVV7806,NY,PAS,04/20/2015,38,SUBN,HONDA,T,14920,37750,37790,,0050,50,50,361046,T201,I,0114P,,BX,F,5220,Broadway,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,BK,,2010,,0,30 2,38-Failure to Display Muni Rec,,,
7587666576,HYD5213,PA,PAS,10/22/2014,31,4DSD,INFIN,T,25390,17910,17930,,0014,14,14,333744,T108,K,0628P,,NY,F,380,Madison Ave,,01/05/0001 12:00:00 PM,408,l3,,Y,0700A,0700P,GREY,,0,,0,02 8,31-No Stand (Com. Mtr. Zone),,,
7253936486,BGMD18,FL,PAS,04/02/2015,14,4DSD,MITSU,T,61090,15640,15790,,110,110,110,356513,T401,D,0848A,,Q,F,74-01A,Roosevelt Ave,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,RED,,0,,0,02 4,14-No Standing,,,
7772162765,64632MD,NY,COM,03/07/2015,38,SUBN,FORD,T,27590,31490,19890,,0007,7,7,359584,T101,D,0124P,,NY,F,185,Orchard St,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,GY,,2004,,0,75 1,38-Failure to Display Muni Rec,,,
1379249090,GFS5096,NY,PAS,02/11/2015,46,SDN,BMW,P,67530,73030,14480,,0061,61,61,929395,0061,0000,0554P,,K,F,2249,OCEAN AVE,,01/05/0001 12:00:00 PM,408,C3,,BBBBBBB,ALL,ALL,WHT,0,2013,-,0,,,,,
7953547910,FDT6822,NY,PAS,02/20/2015,71,SUBN,MERCU,T,17520,27300,27330,,0048,48,48,361294,T201,H,1222P,,BX,F,2455,Cambreleng Ave,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,GY,,2002,,0,48 2,71A-Insp Sticker Expired (NYS),,,
8011709100,EGA2649,NY,PAS,10/08/2014,40,SUBN,NISSA,T,26040,56350,20790,,103,103,103,345518,T402,M,0629A,,Q,O,11439,204th St,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,GY,,2008,,5,A 42,40-Fire Hydrant,,,
7094897467,EMR5049,NY,PAS,10/04/2014,38,SUBN,MAZDA,T,5780,5830,5930,,0078,78,78,358899,T302,B,1246P,,K,F,312,7th Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,GY,,2015,,0,60 3,38-Failure to Display Muni Rec,,,
7331599884,95964JH,NY,COM,09/17/2014,14,VAN,FORD,T,15520,12550,71120,,0049,49,49,355598,T202,O,1046A,,BX,O,1681,Bronxdale Ave,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,0700A,0400P,WHITE,,2002,,0,C 22,14-No Standing,,,
7721121899,72DLV,NJ,PAS,06/26/2014,38,4DSD,TOYOT,T,27590,13810,16310,,0007,7,7,361060,T101,F,0409P,,NY,F,93,Orchard St,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,BLACK,,0,,0,53 1,38-Failure to Display Muni Rec,,,
8018677827,DHK3821,NY,PAS,05/22/2015,21,SUBN,CHRYS,T,0,0,0,,0050,50,50,359287,T201,B,0836A,,BX,I,N,W 233rd St,100ft E/of Broadway,01/05/0001 12:00:00 PM,408,d1,,Y,0830A,1000A,GY,,2002,,0,04 2,21-No Parking (street clean),,,
8011245284,12648JY,NY,COM,06/09/2015,14,VAN,GMC,T,36490,0,0,,109,109,109,362248,T401,V,0121P,,Q,I,N,Borden Ave,80ft E/of 5th St,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WHITE,,2007,,0,F 41,14-No Standing,,,
7110796954,FJT7640,NY,PAS,12/19/2014,38,SUBN,TOYOT,T,59990,14640,68690,,112,112,112,358589,T401,I,1203P,,Q,F,104-70,Queens Blvd,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,GR,,2011,,0,53-A,38-Failure to Display Muni Rec,,,
7603261533,75480MC,NY,COM,10/07/2014,14,VAN,MITSU,T,24990,27100,24985,,0001,1,1,358235,T105,E,1244P,,NY,O,55,Liberty St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WH,,2012,,0,103,14-No Standing,,,
8000567283,CLK1325,MI,PAS,07/24/2014,14,4DSD,MITSU,T,34550,10810,10910,,0014,14,14,355428,T106,L,0606P,,NY,F,301,W 39th St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WHITE,,0,,0,99 6,14-No Standing,,,
7240377520,CCD4169,NY,PAS,11/01/2014,37,SUBN,NISSA,T,78490,78485,12550,,0043,43,43,358648,T202,B,0448P,0439P,BX,F,1439,Wood Rd,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,GY,,2012,230-8860,0,04A,37-Expired Muni Meter,,,
1382734074,58659JZ,NY,COM,06/24/2015,46,VAN,CHEVR,P,17590,10110,10010,,0017,17,17,924165,0017,0000,0917A,,NY,F,343,E 30 ST,,01/05/0001 12:00:00 PM,408,F1,,YYYYYYY,ALL,ALL,WH,0,1998,-,0,,,,,
